date, total distance
09.08.2021 14:10:16.958,649.01
09.08.2021 14:10:17.173,649.02
09.08.2021 14:10:18.008,649.02
09.08.2021 14:10:19.007,649.03
09.08.2021 14:10:19.229,649.04
09.08.2021 14:10:19.930,649.04
09.08.2021 14:10:20.174,649.05
09.08.2021 14:10:20.984,649.05
09.08.2021 14:10:21.222,649.05
09.08.2021 14:10:22.001,649.05
09.08.2021 14:10:22.230,649.06
09.08.2021 14:10:22.900,649.06
09.08.2021 14:10:23.147,649.07
09.08.2021 14:10:23.890,649.07
09.08.2021 14:10:24.136,649.08
09.08.2021 14:10:25.002,649.08
09.08.2021 14:10:25.225,649.09
09.08.2021 14:10:25.934,649.09
09.08.2021 14:10:26.174,649.10
09.08.2021 14:10:26.947,649.10
09.08.2021 14:10:27.174,649.10
09.08.2021 14:10:27.938,649.10
09.08.2021 14:10:28.172,649.11
09.08.2021 14:10:28.901,649.11
09.08.2021 14:10:29.147,649.11
09.08.2021 14:10:29.887,649.11
09.08.2021 14:10:30.130,649.12
09.08.2021 14:10:30.919,649.12
09.08.2021 14:10:31.151,649.12
09.08.2021 14:10:31.957,649.12
09.08.2021 14:10:32.195,649.13
09.08.2021 14:10:32.947,649.13
09.08.2021 14:10:33.975,649.14
09.08.2021 14:10:34.222,649.14
09.08.2021 14:10:34.969,649.14
09.08.2021 14:10:35.194,649.14
09.08.2021 14:10:35.921,649.14
09.08.2021 14:10:36.171,649.14
09.08.2021 14:10:36.967,649.14
09.08.2021 14:10:37.199,649.15
09.08.2021 14:10:37.960,649.15
09.08.2021 14:10:38.173,649.15
09.08.2021 14:10:38.978,649.15
09.08.2021 14:10:39.215,649.15
09.08.2021 14:10:39.973,649.15
09.08.2021 14:10:40.214,649.15
09.08.2021 14:10:40.928,649.15
09.08.2021 14:10:41.147,649.15
09.08.2021 14:10:41.920,649.15
09.08.2021 14:10:42.173,649.15
09.08.2021 14:10:42.909,649.15
09.08.2021 14:10:43.119,649.16
09.08.2021 14:10:43.995,649.16
09.08.2021 14:10:44.218,649.17
09.08.2021 14:10:44.981,649.17
